"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
1935,21,121,"20220201MNSOR","South Education Center","K-12","2022-02-01",2022,"12:04:00",12,12.07,"Richfield","MN",44.8677965,-93.3105664,"Front of School","Outside on School Property","50-100",12,0.27787547861225903,0.9370843593496829,0.6529492656700313,0.4250041095074266,0.0664508449845016,0.3113435397390276,0.5364545616321266,1,1,0,1,1,2,1700258.2746174356,-7777.345983572888,1,1592,0.025968777481466532,0.5672391382977366,1
1936,22,88,"20220201ILALC","Alessandro Volta Elementary School","Elementary","2022-02-01",2022,"10:00:00",10,10,"Chicago","IL",41.9714465,-87.7250836,"Front of School","Outside on School Property","50-100",10,0.42107769823633134,0.691596964141354,0.9116320773027837,0.9713011377025396,0.8984719165600836,0.8348888589534909,0.6227993303909898,0,0,1,0,1,1,530020.5378219744,17252.353480556903,1,158,0.5941420204471797,0.61775645124726,1
1937,23,145,"20220202KYLOR","Logan County Community Technology Center","High","2022-02-02",2022,"08:15:00",8,8.25,"Russellville","KY",36.845436,-86.887451,"Front of School","Outside on School Property","50-100",8,0.7058719741180539,0.32200186722911894,0.7909007174894214,0.2254976558033377,0.9446169631555676,0.5844869969878346,0.025086355162784457,0,0,0,0,0,0,1963911.7756053489,-400947.63327686227,1,1041,0.5113145965151489,0.9278502794913948,1
1938,24,66,"20220203NCSPS","Speight Middle School","Middle","2022-02-03",2022,"16:40:00",16,16.67,"Stantonsburg","NC",35.6304389,-77.8489482,"School Bus","School Bus",NA,16,0.9136287674773484,0.3052657109219581,0.7186864498071373,0.5668470687232912,0.9389567035250366,0.7252191954758018,0.3331601610407233,0,0,0,0,0,0,1670727.2287568918,-1473016.6716559855,1,1628,0.6460372202564031,0.8166912947781384,1
1939,25,130,"20220204GASOD","Southwest DeKalb High School","High","2022-02-04",2022,"14:00:00",14,14,"Decatur","GA",33.702013,-84.225711,"Parking Lot","Outside on School Property","0-5",14,0.4399969943333417,0.7934098322875798,0.5970274498686194,0.8451171540655196,0.33986394153907895,0.1961159121710807,0.9399200354237109,0,0,0,0,0,0,-1515943.2573514031,328114.8009843805,1,1619,0.58214389719069,0.9652904509566724,1
1940,26,90,"20220204ALWEB","Wenonah High School","High","2022-02-04",2022,"21:15:00",21,21.25,"Birmingham","AL",33.4541,-86.885298,"Beside Building","Outside on School Property",NA,21,0.3700640029273927,0.5896339444443583,0.36246559442952275,0.7769200105685741,0.7251659769099206,0.4467320500407368,0.03104535210877657,0,1,0,0,1,1,2300026.3302255315,144844.12935728158,1,1797,0.4239593071397394,0.08006178517825902,1
1941,27,131,"20220208NYMOM","Mount Vernon High School","High","2022-02-08",2022,"14:30:00",14,14.5,"Mount Vernon","NY",40.925753,-73.815043,"Front of School","Outside on School Property","0-5",14,0.7763511200901121,0.5458803519140929,0.7526091118343174,0.9333153769839555,0.588743245229125,0.0291206412948668,0.6333896249998361,0,0,0,0,0,0,2081995.6466572098,-616239.0009982681,1,1204,0.550922729074955,0.7270246120169759,1
1942,28,127,"20220208MDCAC","Catonsville High School","High","2022-02-08",2022,"15:00:00",15,15,"Catonsville","MD",39.2607666,-76.7316597,"Parking Lot","Outside on School Property","5-10",15,0.5162317464128137,0.44421493145637214,0.2985323944594711,0.4377307703252882,0.05681702052243054,0.36827779468148947,0.9501278505194932,1,1,0,0,2,2,365320.16490222974,-973497.8879281885,1,358,0.39715195330791175,0.5986002732533962,1
1943,29,128,"20220209NYMCB","McKinley High School","High","2022-02-09",2022,"15:45:00",15,15.75,"Buffalo","NY",42.937878,-78.879891,"Parking Lot","Outside on School Property",NA,15,0.6768424031324685,0.3839982305653393,0.09699714812450111,0.6588854806032032,0.37595590809360147,0.023164425045251846,0.3825863627716899,2,0,0,0,2,2,-198260.50697847904,-1437683.3831273043,1,1134,0.3914987517055124,0.5447721679229289,1
1944,30,132,"20220209MNMIM","Minneapolis School Bus","Elementary","2022-02-09",2022,"14:15:00",14,14.25,"Minneapolis","MN",44.95774,-93.27356,"School Bus","School Bus","50-100",14,0.5184384996537119,0.12922713486477733,0.4388340418227017,0.5227196114137769,0.10015081777237356,0.12531650019809604,0.29087655805051327,0,1,0,0,1,1,1976272.2186598608,-399014.0165946407,1,1173,0.14924421370960772,0.8273470548447222,1
1945,31,133,"20220211DCEAW","Eagle Academy","K-8","2022-02-11",2022,"14:00:00",14,14,"Washington","DC",38.923009,-77.021726,"Parking Lot","Outside on School Property",NA,14,0.8697880709078163,0.03259137645363808,0.6450976443011314,0.6186672681942582,0.924820335349068,0.061166724655777216,0.6943941558711231,1,0,0,0,1,1,429751.8815111379,-1678902.107243079,1,544,0.49794893618673086,0.6715824713464826,1
1946,32,129,"20220214FLLAL","Lake City Middle School","Middle","2022-02-14",2022,"15:00:00",15,15,"Lake City","FL",30.176942,-82.652135,"Front of School","Outside on School Property","50-100",15,0.1234017803799361,0.5555468660313636,0.4055592354852706,0.5155198993161321,0.029810776002705097,0.3532880546990782,0.8436555915977806,0,0,0,0,0,0,-403833.2204303306,-736477.0209876843,1,960,0.9910343189258128,0.22670993930660188,1
1947,33,37,"20220217WAMCG","McClure Elementary School","Elementary","2022-02-17",2022,"17:00:00",17,17,"Grandview","WA",46.255512,-119.912971,"Outside on School Property","Outside on School Property","50-100",17,0.4638204164803028,0.9329701010137796,0.16181488521397114,0.08935835724696517,0.0368066334631294,0.6273640042636544,0.08890102687291801,1,0,0,0,1,1,-1644171.1657349048,-1082527.5346867861,1,1124,0.19131218688562512,0.41272456292063,1
1948,34,75,"20220218MATET","Tewksbury High School","High","2022-02-18",2022,"20:10:00",20,20.17,"Tewksbury","MA",42.60315,-71.24089,"Parking Lot","Outside on School Property","50-100",20,0.026021207217127085,0.09333062288351357,0.05588224111124873,0.8848937063012272,0.3698221792001277,0.41693646903149784,0.4255635703448206,0,6,1,0,7,7,-613574.1897128312,-1074278.0269793442,1,1699,0.7873849633615464,0.41733704158104956,1
1949,35,97,"20220219VACAC","Camelot Elementary School","Elementary","2022-02-19",2022,"13:07:00",13,13.12,"Chesapeake","VA",36.7786336,-76.3486778,"Parking Lot","Outside on School Property",NA,13,0.3570605358108878,0.390939585166052,0.036112044006586075,0.19968727603554726,0.7939590171445161,0.301406733924523,0.15432983660139143,1,0,0,1,0,1,1224903.1431645635,-1041671.2662282846,1,322,0.1523466168437153,0.647870272397995,1
1950,36,7,"20220220OKWIW","Wilson Middle School","Middle","2022-02-20",2022,"03:30:00",3,3.5,"Wilson","OK",36.1465,-95.95059,"Football Field/Track","Outside on School Property","0-5",3,0.7202122495509684,0.7927639875560999,0.6622786701191217,0.26596976909786463,0.8802815692033619,0.2169132272247225,0.3388790851458907,1,0,0,0,1,1,1965101.4193158823,-402394.9721025366,1,1866,0.8520539712626487,0.2558338532689959,1
1951,37,67,"20220220MSMCM","McColm High School","High","2022-02-20",2022,"16:50:00",16,16.83,"McColm","MS",32.000835,-102.085861,"Basketball Court","Outside on School Property","50-100",16,0.29389266949146986,0.8327206359244883,0.4872052266728133,0.7821921445429325,0.9825251251459122,0.14694428676739335,0.5639586201868951,1,4,0,1,4,5,2159821.624073514,-134356.53670192207,1,1126,0.08721930184401572,0.2810759572312236,1
1952,38,38,"20220221MDJOH","John Carroll Elementary School","Elementary","2022-02-21",2022,"17:20:00",17,17.33,"Hyattsville","MD",38.90901,-76.87717,"Playground","Outside on School Property","50-100",17,0.399370526894927,0.10136617068201303,0.3755923977587372,0.26700565428473055,0.9727419319096953,0.9507726212032139,0.5043527344241738,1,0,0,1,0,1,1253850.511651952,-133469.19824990144,1,897,0.23633988900110126,0.8698468741495162,1
1953,39,68,"20220222TXALH","Alief ISD Center for Advanced Careers","High","2022-02-22",2022,"16:30:00",16,16.5,"Houston","TX",29.732067,-95.593919,"Parking Lot","Off School Property","50-100",16,0.648248307639733,0.7786816377192736,0.15380674577318132,0.7619226910173893,0.24905355623923242,0.2160979202017188,0.9093536036089063,1,0,0,1,0,1,455333.9128793347,-663426.1532098944,1,164,0.024613684508949518,0.5973776634782553,1
1954,40,130,"20220222COLIP","Liberty Point International Middle School","Middle","2022-02-22",2022,"15:20:00",15,15.33,"Pueblo","CO",38.265425,-104.610415,"Beside Building","Outside on School Property",NA,15,0.4041275621857494,0.49521225644275546,0.14447275432758033,0.8838643899653107,0.7109560098033398,0.44881904823705554,0.0486319656483829,1,0,0,1,0,1,533019.3758984396,-357403.79901302495,1,1020,0.1485937125980854,0.23068944201804698,1
1955,41,76,"20220223VAWOW","Woodbridge High School","High","2022-02-23",2022,"20:10:00",20,20.17,"Woodbridge","VA",33.678914,-117.807329,"Parking Lot","Outside on School Property","0-5",20,0.08350965869612992,0.8808499414008111,0.5919100376777351,0.5244021462276578,0.911432171240449,0.17062942986376584,0.9901560805737972,0,0,0,0,0,0,294370.29683293577,-1357731.4745578098,1,1875,0.8237436818890274,0.9909863118082285,1
1956,42,146,"20220225NMWEA","West Mesa High School","High","2022-02-25",2022,"08:00:00",8,8,"Albuquerque","NM",35.0950125,-106.7143274,"Football Field/Track","Off School Property","5-10",8,0.3776401763316244,0.641205137828365,0.7404246730729938,0.8452237623278052,0.2019530648831278,0.8777259348426014,0.400648046284914,1,0,0,1,0,1,-545411.4395540596,-978086.8494792259,1,1810,0.28489554743282497,0.14036545413546264,1
1957,43,89,"20220225ALSOH","Sonnie Hereford Elementary","Elementary","2022-02-25",2022,"10:30:00",10,10.5,"Huntsville","AL",34.734115,-86.6081144,"Classroom","Inside School Building","0-5",10,0.8385820239782333,0.41192069300450385,0.5414469332899898,0.5071940342895687,0.5335894469171762,0.015155540779232979,0.5749969501048326,0,0,0,0,0,0,1982342.4987132591,-1883178.715722056,1,1587,0.8380231978371739,0.5103264665231109,1
1958,44,10,"20220227DCDUW","Dunbar High School","High","2022-02-27",2022,"05:10:00",5,5.17,"Washington","DC",38.907634008,-77.012693764,"Front of School","Outside on School Property",NA,5,0.3029497798997909,0.5609796165954322,0.5931846390012652,0.591015662997961,0.04661484668031335,0.26533079985529184,0.8971957780886441,1,0,0,1,0,1,910835.6941701511,-1043707.7989489909,2,58,0.33931258018128574,0.02818210981786251,2
1959,45,134,"20220228NYBOB","Boys and Girls High School","High","2022-02-28",2022,"14:50:00",14,14.83,"Brooklyn","NY",40.67849,-73.93161,"Front of School","Outside on School Property","50-100",14,0.8789746689144522,0.48672708845697343,0.737812792416662,0.21112524648196995,0.768130341777578,0.946838726522401,0.0363339704927057,1,0,0,0,1,1,1976697.913332006,-399541.1953123211,1,290,0.35544538078829646,0.2889471931848675,1
1960,46,98,"20220303MIJWL","JW Sexton High School","High","2022-03-03",2022,"13:15:00",13,13.25,"Lansing","MI",42.7326448,-84.5784791,"Parking Lot","Outside on School Property","50-100",13,0.5881123091094196,0.2309229087550193,0.5855950328987092,0.5885107524227351,0.5974621677305549,0.17645584186539054,0.1702103374991566,1,0,0,0,1,1,-423294.9411985338,-596209.839639144,1,867,0.17222509603016078,0.26961875311098993,1
1961,47,90,"20220304KSOLO","Olathe East High School","High","2022-03-04",2022,"10:30:00",10,10.5,"Olathe","KS",38.895706,-94.754309,"Office","Inside School Building","50-100",10,0.5355240511707962,0.7139741049613804,0.4070244203321636,0.20741197047755122,0.8595845061354339,0.2586198777426034,0.2874821461737156,2,0,0,0,2,2,994967.3088430301,-174150.1916425348,1,1295,0.3758434366900474,0.383021314162761,1
1962,48,11,"20220307IAEAD","East High School","High","2022-03-07",2022,"02:50:00",2,2.83,"Des Moines","IA",41.5964097,-93.6015304,"Front of School","Outside on School Property","30-50",2,0.1577734900638461,0.5951294780243188,0.19067451101727784,0.43833398818969727,0.29061975330114365,0.015335564035922289,0.8962962587829679,1,0,2,1,2,3,1528295.6988705427,-565451.3169484054,1,558,0.6262569474056363,0.7883248524740338,1
1963,49,44,"20220309TXNOH","Kimball High School","High","2022-03-09",2022,"19:00:00",19,19,"Houston","TX",32.6993,-96.8775,"School Bus","School Bus","0-5",19,0.18957909545861185,0.20348890218883753,0.0530029502697289,0.5546308539342135,0.44992445362731814,0.8208335330709815,0.20367441652342677,0,0,1,0,1,1,-1932962.7642746456,-520602.9174192015,2,75,0.3658454732503742,0.3615310953464359,2
1964,50,91,"20220309NMESE","Espanola Valley High School","High","2022-03-09",2022,"21:00:00",21,21,"Espanola","NM",36.0080671,-106.0389666,"Parking Lot","Outside on School Property","50-100",21,0.1347859399393201,0.04222180391661823,0.567376064369455,0.36521330336108804,0.48431667126715183,0.515506629832089,0.8875109856016934,0,0,0,0,0,0,2085723.4637226125,-236881.8186522039,1,613,0.21724351402372122,0.23623884725384414,1
1965,51,99,"20220309FLNOM","North Gardens High School","High","2022-03-09",2022,"13:30:00",13,13.5,"Miami Gardens","FL",25.9395029,-80.277276,"Front of School","Both Inside/Outside","50-100",13,0.8577245399355888,0.07765616080723703,0.6673998320475221,0.7765465436968952,0.5804368741810322,0.5045142064336687,0.7713395082391798,2,1,0,0,3,3,-1645481.881827822,-1059986.4008713018,1,1255,0.1928056268952787,0.48614271683618426,1
1966,52,147,"20220310TNHAM","Hamilton Middle School","K-8","2022-03-10",2022,"08:00:00",8,8,"Memphis","TN",35.105954,-90.016733,"Front of School","Outside on School Property","0-5",8,0.21842287201434374,0.43792954995296896,0.48604886466637254,0.5358937755227089,0.4348698379471898,0.6431786881294101,0.7779588073026389,0,0,0,0,0,0,-1554773.8893393457,377119.9763020488,1,749,0.9034008847083896,0.545186908217147,1
1967,53,12,"20220310MDCOL","Cora L. Rice Elementary School","Elementary","2022-03-10",2022,"02:15:00",2,2.25,"Landover","MD",38.903425,-76.873977,"Front of School","Outside on School Property","50-100",2,0.7255861607845873,0.19686247315257788,0.955559384310618,0.539279744727537,0.25051023392006755,0.2758240797556937,0.0327812428586185,1,0,0,1,0,1,1987935.9097644296,-350577.3577586468,1,456,0.147048324579373,0.0675197287928313,1
1968,54,87,"20220310COROH","Rock Canyon High School","High","2022-03-10",2022,"09:22:00",9,9.37,"Highlands Ranch","CO",39.518029,-104.921439,"Parking Lot","Outside on School Property","0-5",9,0.3162839328870177,0.8655162800569087,0.02434058813378215,0.9146332752425224,0.4967570679727942,0.41373514384031296,0.032445550663396716,0,0,0,0,0,0,2321557.174448741,118965.64697168978,1,1474,0.24904685467481613,0.24634898942895234,1
1969,55,472,"20220311WIJER","Jerstad-Agerholm Elementary School","Elementary","2022-03-11",2022,"NA:NA:NA",NA,NA,"Racine","WI",42.7642023,-87.7901639,"Bathroom","Inside School Building","0-5",-1,0.1423531179316342,0.912688001524657,0.7945718870032579,0.28612984088249505,0.7233089033979923,0.5494734612293541,0.5039881910197437,0,0,0,0,0,0,1448146.5359297101,-1128180.750717138,1,893,0.8883715851698071,0.9240721608512104,1
1970,56,122,"20220311OHFAP","Fairland Middle School","Middle","2022-03-11",2022,"12:00:00",12,12,"Proctorville","OH",38.444413,-82.357954,"Outside on School Property","Off School Property","0-5",12,0.9053713807370514,0.8314502064604312,0.5941515252925456,0.7373395469039679,0.14198788884095848,0.24113111756742,0.8072361701633781,0,0,0,0,0,0,-1610860.3064129914,-1059495.9762704794,1,628,0.08694016793742776,0.31186490738764405,1
1971,57,131,"20220311CADER","De Anza High School","High","2022-03-11",2022,"15:00:00",15,15,"Richmond","CA",37.9676357,-122.2859721,"Outside on School Property","Outside on School Property","50-100",15,0.6876999530941248,0.7730756034143269,0.3342978726141155,0.66184783866629,0.7049825245048851,0.8021006821654737,0.909256036626175,1,0,0,0,1,1,2316098.5952372737,57232.57744879548,2,55,0.4189158969093114,0.6764472473878413,2
1972,58,473,"20220313PANEP","New Foundations Charter School","K-8","2022-03-13",2022,"NA:NA:NA",NA,NA,"Philadelphia","PA",40.012548,-75.1283179,"Classroom","Both Inside/Outside",NA,-1,0.812535455217585,0.5942637457046658,0.5655919322744012,0.4791818594094366,0.5241361726075411,0.5952132986858487,0.46123533649370074,0,0,0,0,0,0,975574.7935266378,-245474.40697635233,1,1230,0.7387485420331359,0.09907261119224131,1
1973,59,88,"20220314CAKRP","Kraemer Middle School","Middle","2022-03-14",2022,"09:00:00",9,9,"Placentia","CA",33.875107,-117.866545,"Office","Inside School Building","0-5",9,0.9928083219565451,0.6367349699139595,0.8716128887608647,0.7203064032364637,0.6150642209686339,0.739557818742469,0.5472037075087428,0,0,0,0,0,0,1467779.9555238425,-312709.12313263945,1,948,0.04941559676080942,0.8200247706845403,1
1974,60,132,"20220315WAEIY","Eisenhower High School","High","2022-03-15",2022,"15:00:00",15,15,"Yakima","WA",46.5919395,-120.5668845,"Parking Lot","Outside on School Property","50-100",15,0.4187990410719067,0.13088842458091676,0.5695549550000578,0.4668212125543505,0.3937222925014794,0.9631475873757154,0.501326804747805,2,0,0,1,1,2,1181363.7664697391,-1512249.3459298993,1,589,0.8900779131799936,0.47201953385956585,1
1975,61,133,"20220315MDPAB","Paul Lawrence Dunbar High School","High","2022-03-15",2022,"15:20:00",15,15.33,"Baltimore","MD",39.29548,-76.5987,"Beside Building","Outside on School Property","0-5",15,0.544373897369951,0.39634443214163184,0.06849453807808459,0.5409870033618063,0.9405048985499889,0.9076889099087566,0.27551284711807966,1,0,0,0,1,1,1105749.8349502038,-1547003.1278797968,1,1356,0.9463997702114284,0.8619477562606335,1
1976,62,39,"20220315MATEB","Tech Academy Boston","High","2022-03-15",2022,"17:40:00",17,17.67,"Boston","MA",42.320826993008,-71.097838469361,"Beside Building","Outside on School Property","10-30",17,0.6088941390626132,0.3667685978580266,0.3629458327777684,0.8927910521160811,0.6911955538671464,0.5303357176017016,0.36204759730026126,0,2,0,0,2,2,989637.1413001036,-195479.23744159937,1,1696,0.89760996773839,0.485665085259825,1
1977,63,474,"20220315GAFOF","Forest Park Middle School","Middle","2022-03-15",2022,"NA:NA:NA",NA,NA,"Forest Park","GA",33.6216373,-84.3598594,"Office","Inside School Building","0-5",-1,0.4445799121167511,0.10085759358480573,0.8233706194441766,0.5077787737827748,0.9808743253815919,0.5491458023898304,0.6345890911761671,0,0,0,0,0,0,-1101451.570116387,-1184166.974188445,1,653,0.30114252446219325,0.876395269529894,1
1978,64,40,"20220316CALOR","Loma Vista Middle School","Middle","2022-03-16",2022,"17:00:00",17,17,"Riverside","CA",33.94416,-117.499383,"Classroom","Inside School Building","0-5",17,0.8549169509205967,0.4958780063316226,0.15459312964230776,0.8187250117771327,0.893119789659977,0.22771752648986876,0.19986730115488172,0,0,0,0,0,0,1759642.128713181,-648697.345202275,1,1042,0.7627505892887712,0.9300545563455671,1
1979,65,135,"20220317AKREW","Redington Jr/Sr High School","6-12","2022-03-17",2022,"14:30:00",14,14.5,"Wasilla","AK",61.589474,-149.431549,"Beside Building","Outside on School Property","0-5",14,0.39353140350431204,0.5910089530516416,0.6188975882250816,0.18269704445265234,0.3109773367177695,0.543649059953168,0.5481736345682293,0,0,0,0,0,0,305884.5654512906,-1345591.1042465153,1,1438,0.7286645381245762,0.09469755226746202,1
1980,66,136,"20220318RICEP",NA,"High","2022-03-18",2022,"14:50:00",14,14.83,"Providence","RI",41.824461,-71.412747,"Parking Lot","Outside on School Property","50-100",14,0.04174895700998604,0.12358157197013497,0.6782219409942627,0.9174254389945418,0.6041007060557604,0.45452391472645104,0.6572940084151924,0,1,0,0,1,1,1857658.873807393,-1565697.790953375,1,1900,0.22225309326313436,0.8167247909586877,1
1981,67,148,"20220318ILBAB","Barrington High School","High","2022-03-18",2022,"08:00:00",8,8,"Barrington","IL",42.156097,-88.1481936,"Front of School","Both Inside/Outside","50-100",8,0.6492172554135323,0.8693655740935355,0.2164852989371866,0.8157822422217578,0.48133976850658655,0.5522297876887023,0.4316872104536742,2,0,0,0,2,2,1952085.4802338274,-439281.05021381617,1,218,0.6531019250396639,0.4955934372264892,1
1982,68,91,"20220311OHMAM","Madison High School","High","2022-03-18",2022,"10:00:00",10,10,"Mansfield","OH",40.774638,-82.4607098,"School Bus","School Bus",NA,10,0.45209149993024766,0.4589128904044628,0.7906257626600564,0.9061452276073396,0.997763688210398,0.3069875801447779,0.37502322741784155,0,0,0,0,0,0,-996965.732606298,-403479.36302144534,1,1067,0.8868625715840608,0.8561159269884229,1
1983,69,100,"20220319ALCEL","Central Baldwin Middle School","Middle","2022-03-19",2022,"13:50:00",13,13.83,"Loxley","AL",30.5842678,-87.7272225,"Parking Lot","Outside on School Property","50-100",13,0.9718503642361611,0.5873971341643482,0.39753869478590786,0.820952417794615,0.33200231520459056,0.43467579199932516,0.6743973752018064,0,0,0,0,0,0,348379.4899711143,-1325209.1131608959,1,364,0.6623176420107484,0.3274522200226784,1
1984,70,101,"20220321MSLEP","Leap of Faith Middle School","Middle","2022-03-21",2022,"13:00:00",13,13,"Pascagoula","MS",30.365765,-88.547309,"Inside School Building","Both Inside/Outside","50-100",13,0.7030965180601925,0.27628892264328897,0.5506297503598034,0.4530766378156841,0.8887045760639012,0.28224790352396667,0.22441212739795446,0,0,0,0,0,0,930798.4796544194,-999724.5062256895,1,1000,0.2708154325373471,0.023071724455803633,1
1985,71,8,"20220321MIMAK","Mahone Middle School","Middle","2022-03-21",2022,"03:25:00",3,3.42,"Kenosha","WI",42.5818909,-87.892409,"Parking Lot","Outside on School Property","0-5",3,0.9689285829663277,0.5255310796201229,0.8177133142016828,0.774617113173008,0.5823643621988595,0.07292081182822585,0.5118495735805482,0,0,0,0,0,0,245836.05867366504,-1369377.149172913,1,1070,0.9576697424054146,0.49936365988105536,1
1986,72,89,"20220321AZDES","Desert Canyon Middle School","Middle","2022-03-21",2022,"11:15:00",11,11.25,"Scottsdale","AZ",33.6265,-111.86229,"Outside on School Property","Outside on School Property","0-5",11,0.04924709815531969,0.1205192320048809,0.21914132591336966,0.5340232402086258,0.6317817773669958,0.5008114739321172,0.7784524692688137,0,0,0,0,0,0,1725201.1077233474,-880007.7543870221,1,501,0.3428088016808033,0.6341587863862514,1
1987,73,69,"20220322VAJAR","James Madison Middle School","Middle","2022-03-22",2022,"16:00:00",16,16,"Roanoke","VA",37.2494278,-79.9742546,"School Bus","School Bus","50-100",16,0.025499331764876842,0.9175256101880223,0.13841884350404143,0.6532977272290736,0.16359621821902692,0.05132585624232888,0.9181547954212874,0,0,0,0,0,0,1761065.6028916284,-644359.5245171123,1,878,0.5279290003236383,0.77436368400231,1
1988,74,134,"20220322TXWOD","Woodrow Wilson High School","High","2022-03-22",2022,"15:00:00",15,15,"Dallas","TX",32.80541,-96.75111,"Football Field/Track","Outside on School Property","50-100",15,0.6833927703555673,0.2587814047001302,0.8035931410267949,0.5515726285520941,0.5950871368404478,0.3343403344042599,0.7632973727304488,0,0,0,0,0,0,-1362387.9429274222,-855865.0841340576,1,1880,0.8936955996323377,0.6832789198961109,1
1989,75,135,"20220322FLNEN","New Smyrna Beach High School","High","2022-03-22",2022,"15:20:00",15,15.33,"New Smyrna Beach","FL",29.0014357,-80.9290084,"Parking Lot","Outside on School Property","50-100",15,0.5552283809520304,0.42584449076093733,0.06750502251088619,0.3523496757261455,0.8829447824973613,0.10388848069123924,0.38448275276459754,0,0,1,0,1,1,1440242.9613033417,-1114774.5103275457,1,1234,0.2886901085730642,0.8527467509265989,1
1990,76,90,"20220324VARIW","Rippon Middle School","Middle","2022-03-24",2022,"11:11:00",11,11.18,"Woodbridge","VA",38.622389,-77.267747,"Beside Building","Outside on School Property","0-5",11,0.6609723013825715,0.4339395402930677,0.7788610360585153,0.9036731696687639,0.69690539711155,0.4962620085570961,0.6506210844963789,0,0,0,0,0,0,-1277515.412032575,-981554.6942770097,1,1461,0.012254624161869287,0.525725839426741,1
1991,77,123,"20220325UTHIS","Highland High School","High","2022-03-25",2022,"12:00:00",12,12,"Salt Lake City","UT",40.7234169,-111.84393179999999,"Parking Lot","Outside on School Property","50-100",12,0.3510247375816107,0.9188838452100754,0.5668684407137334,0.3248273879289627,0.8554291015025228,0.3830863442271948,0.13608201872557402,0,0,0,0,0,0,1595715.1504108056,-962669.807378827,1,803,0.020074009196832776,0.05541482614353299,1
1992,78,149,"20220325TXROR","Royse City High School","High","2022-03-25",2022,"08:15:00",8,8.25,"Royse City","TX",32.9743904,-96.2917763,"Parking Lot","Outside on School Property","50-100",8,0.11573154130019248,0.48493083100765944,0.4459898378700018,0.9181952835060656,0.4124753954820335,0.4345928020775318,0.08746163384057581,0,0,0,0,0,0,2076898.1316279604,-244602.95497047366,1,1499,0.4365965297911316,0.9075649701990187,1
1993,79,475,"20220325TNBRM","Brighton High School","High","2022-03-25",2022,"NA:NA:NA",NA,NA,"Memphis","TN",35.4787585,-89.7465545,"Parking Lot","Outside on School Property","0-5",-1,0.9875265904702246,0.8732965195085853,0.31887677661143243,0.18375043361447752,0.611365087563172,0.2796692212577909,0.7083921525627375,0,0,0,0,0,0,1159706.2072396802,-556273.9675457262,1,296,0.1838284907862544,0.8379477288108319,1
1994,80,70,"20220328TXNOF","North Crowley High School","High","2022-03-28",2022,"16:30:00",16,16.5,"Fort Worth","TX",32.608431,-97.395454,"Parking Lot","Outside on School Property","50-100",16,0.15846912981942296,0.8332243382465094,0.832361530745402,0.8987330349627882,0.15873598447069526,0.34995762701146305,0.6277989263180643,0,0,0,0,0,0,1627210.8492633402,-120272.48545382029,1,1251,0.4218101317528635,0.17059998167678714,1
1995,81,91,"20220328NCOAC","Oakdale Elementary School","Elementary","2022-03-28",2022,"11:30:00",11,11.5,"Charlotte","NC",35.300444,-80.89703,"Parking Lot","Outside on School Property","0-5",11,0.7312309280969203,0.1989492962602526,0.22268731822259724,0.5520365771371871,0.2676031310111284,0.934651214396581,0.5108063977677375,1,0,0,0,1,1,1575443.662147568,-513636.5401019429,1,1288,0.9189547451678663,0.4200216743629426,1
1996,82,137,"20220329VALUR","Lucy Addison Middle School","Middle","2022-03-29",2022,"14:15:00",14,14.25,"Roanoke","VA",37.2841653,-79.9477296,"Bathroom","Inside School Building","0-5",14,0.9045342847239226,0.31353577761910856,0.9246532570105046,0.8753283829428256,0.34139513969421387,0.18992823897860944,0.05394269526004791,0,0,0,0,0,0,-1645689.208106907,515871.5703967891,1,1057,0.36374269472435117,0.98560710856691,1
1997,83,138,"20220329NVWEL","Western High School","High","2022-03-29",2022,"14:15:00",14,14.25,"Las Vegas","NV",36.175609,-115.203469,"Parking Lot","Outside on School Property","50-100",14,0.09188547218218446,0.20281968265771866,0.8611487029120326,0.001297231763601303,0.6913563688285649,0.7711961085442454,0.7401649348903447,2,0,1,0,3,3,-1745107.8145978048,313494.3320241874,2,127,0.1877567006740719,0.41266911453567445,2
1998,84,139,"20220330GABOA","Booker T Washington High School","High","2022-03-30",2022,"14:30:00",14,14.5,"Atlanta","GA",33.7536122,-84.4203776,"Front of School","Outside on School Property","0-5",14,0.5871814782731235,0.830323037924245,0.043767333030700684,0.1026866037864238,0.4290277345571667,0.27962052333168685,0.9709175135940313,0,0,0,0,0,0,2326449.0569419647,137356.0455174386,1,278,0.5719353139866143,0.03773418068885803,1
1999,85,136,"20220330AZKIK","Kingman High School","High","2022-03-30",2022,"15:00:00",15,15,"Kingman","AZ",35.1924158,-114.0584122,"School Bus","School Bus","0-5",15,0.42328696604818106,0.013727252371609211,0.09486243897117674,0.6418675070162863,0.352139723720029,0.6054325134027749,0.035367232747375965,1,0,0,0,1,1,739817.1833022393,-1161069.4096361357,1,942,0.26279630418866873,0.09769220347516239,1
